Now,Method,Try,Time
October 18 2018 04:45:10,wall.get,85,2.5971903800964355
October 18 2018 04:45:10,wall.get,1,0.12366867065429688
October 18 2018 04:45:10,friends.get,1,0.029918432235717773
October 18 2018 04:45:10,friends.get,1,0.03754115104675293
October 18 2018 04:45:10,wall.get,1,0.13990116119384766
October 18 2018 04:45:10,photos.getAlbums,1,0.03789925575256348
October 18 2018 04:45:10,friends.getMutual,1,0.03162646293640137
October 18 2018 04:45:10,users.get,1,0.03475332260131836
October 18 2018 04:45:10,users.get,1,0.03394293785095215
October 18 2018 04:45:12,friends.get,80,2.3201231956481934
October 18 2018 04:45:12,friends.getMutual,1,0.03787946701049805
October 18 2018 04:45:13,friends.get,1,0.03786826133728027
October 18 2018 04:45:13,friends.getMutual,1,0.036289215087890625
October 18 2018 04:45:13,wall.get,1,0.13440942764282227
October 18 2018 04:45:13,friends.get,1,0.03556632995605469
October 18 2018 04:45:13,photos.getAlbums,1,0.05084347724914551
October 18 2018 04:45:13,wall.get,1,0.13462591171264648
October 18 2018 04:45:13,friends.get,1,0.03694462776184082
October 18 2018 04:45:16,wall.get,81,2.5058910846710205
October 18 2018 04:45:16,users.get,1,0.03296160697937012
October 18 2018 04:45:16,friends.get,1,0.04289865493774414
October 18 2018 04:45:16,wall.get,1,0.11964726448059082
October 18 2018 04:45:16,friends.get,1,0.03789949417114258
October 18 2018 04:45:16,friends.getMutual,1,0.036873817443847656
October 18 2018 04:45:16,wall.get,1,0.13338947296142578
October 18 2018 04:45:16,wall.get,1,0.11977076530456543
October 18 2018 04:45:16,wall.get,1,0.11325502395629883
October 18 2018 04:45:19,wall.get,73,2.2787861824035645
October 18 2018 04:45:19,friends.get,1,0.030246257781982422
October 18 2018 04:45:19,photos.getAlbums,1,0.031884193420410156
October 18 2018 04:45:19,photos.getAlbums,1,0.029943466186523438
October 18 2018 04:45:19,friends.getMutual,1,0.0339963436126709
October 18 2018 04:45:19,photos.getAlbums,1,0.03390812873840332
October 18 2018 04:45:19,photos.getAlbums,1,0.030940532684326172
October 18 2018 04:45:19,friends.get,1,0.030722856521606445
October 18 2018 04:45:19,wall.get,1,0.1470949649810791
October 18 2018 04:45:21,friends.get,81,2.4296348094940186
October 18 2018 04:45:21,photos.getAlbums,1,0.040859222412109375
October 18 2018 04:45:22,users.get,1,0.03489542007446289
October 18 2018 04:45:22,photos.getAlbums,1,0.03320741653442383
October 18 2018 04:45:22,friends.getMutual,1,0.038897037506103516
October 18 2018 04:45:22,friends.get,1,0.040497779846191406
October 18 2018 04:45:22,users.get,1,0.0402529239654541
October 18 2018 04:45:22,friends.get,1,0.03392148017883301
October 18 2018 04:45:22,friends.get,1,0.03389596939086914
October 18 2018 04:45:24,friends.get,83,2.565203905105591
October 18 2018 04:45:24,users.get,1,0.035875558853149414
October 18 2018 04:45:25,wall.get,1,0.133894681930542
October 18 2018 04:45:25,wall.get,1,0.1216435432434082
October 18 2018 04:45:25,wall.get,1,0.14174604415893555
October 18 2018 04:45:25,friends.getMutual,1,0.039895057678222656
October 18 2018 04:45:25,friends.getMutual,1,0.03989672660827637
October 18 2018 04:45:25,users.get,1,0.03691864013671875
October 18 2018 04:45:25,friends.get,1,0.03491353988647461
October 18 2018 04:45:27,friends.getMutual,78,2.33457088470459
October 18 2018 04:45:28,wall.get,1,0.16517972946166992
October 18 2018 04:45:28,users.get,1,0.03493690490722656
October 18 2018 04:45:28,users.get,1,0.03567028045654297
October 18 2018 04:45:28,users.get,1,0.03361868858337402
October 18 2018 04:45:28,photos.getAlbums,1,0.03391003608703613
October 18 2018 04:45:28,friends.getMutual,1,0.03888297080993652
October 18 2018 04:45:28,wall.get,1,0.11434197425842285
October 18 2018 04:45:28,wall.get,1,0.12189817428588867
October 18 2018 04:45:30,photos.getAlbums,79,2.320103883743286
October 18 2018 04:45:30,friends.getMutual,1,0.03490495681762695
October 18 2018 04:45:31,wall.get,1,0.14084482192993164
October 18 2018 04:45:31,photos.getAlbums,1,0.047898054122924805
October 18 2018 04:45:31,friends.get,1,0.031957387924194336
October 18 2018 04:45:31,friends.get,1,0.0314488410949707
October 18 2018 04:45:31,photos.getAlbums,1,0.03391098976135254
October 18 2018 04:45:31,friends.getMutual,1,0.03690457344055176
October 18 2018 04:45:31,wall.get,1,0.1239321231842041
October 18 2018 04:45:33,friends.getMutual,81,2.437509536743164
October 18 2018 04:45:34,wall.get,1,0.13363981246948242
October 18 2018 04:45:34,friends.getMutual,1,0.04257631301879883
October 18 2018 04:45:34,users.get,1,0.0346527099609375
October 18 2018 04:45:34,wall.get,1,0.12965178489685059
October 18 2018 04:45:34,users.get,1,0.03293037414550781
October 18 2018 04:45:34,photos.getAlbums,1,0.03596305847167969
October 18 2018 04:45:34,friends.get,1,0.038895368576049805
October 18 2018 04:45:34,users.get,1,0.03761482238769531
October 18 2018 04:45:36,friends.getMutual,80,2.4436678886413574
October 18 2018 04:45:37,friends.get,1,0.03590679168701172
October 18 2018 04:45:37,friends.get,1,0.0359044075012207
October 18 2018 04:45:37,users.get,1,0.04089164733886719
October 18 2018 04:45:37,friends.getMutual,1,0.03788948059082031
October 18 2018 04:45:37,friends.getMutual,1,0.040929555892944336
October 18 2018 04:45:37,friends.get,1,0.03805828094482422
October 18 2018 04:45:37,wall.get,1,0.12718749046325684
October 18 2018 04:45:37,friends.getMutual,1,0.034722328186035156
October 18 2018 04:45:39,photos.getAlbums,86,2.46726131439209
October 18 2018 04:45:39,users.get,1,0.04290652275085449
October 18 2018 04:45:40,friends.get,1,0.037902116775512695
October 18 2018 04:45:40,friends.get,1,0.038897037506103516
October 18 2018 04:45:40,friends.getMutual,1,0.038855791091918945
October 18 2018 04:45:40,friends.getMutual,1,0.03772330284118652
October 18 2018 04:45:50,friends.getMutual,1,10.111133337020874
October 18 2018 04:45:50,users.get,1,0.03786969184875488
October 18 2018 04:45:50,photos.getAlbums,1,0.038992881774902344
October 18 2018 04:45:50,friends.get,1,0.041890859603881836
October 18 2018 04:45:50,photos.getAlbums,1,0.03390765190124512
October 18 2018 04:45:50,friends.getMutual,1,0.03888869285583496
October 18 2018 04:45:50,photos.getAlbums,1,0.03730940818786621
October 18 2018 04:45:50,users.get,1,0.03394651412963867
October 18 2018 04:45:50,friends.get,1,0.0359187126159668
October 18 2018 04:45:53,wall.get,78,2.3397183418273926
October 18 2018 04:45:53,friends.get,1,0.04490828514099121
October 18 2018 04:45:53,wall.get,1,0.11687445640563965
October 18 2018 04:45:53,friends.get,1,0.028947830200195312
October 18 2018 04:45:53,photos.getAlbums,1,0.032911062240600586
October 18 2018 04:45:53,users.get,1,0.03394436836242676
October 18 2018 04:45:53,photos.getAlbums,1,0.03288888931274414
October 18 2018 04:45:53,friends.get,1,0.0313878059387207
October 18 2018 04:45:53,photos.getAlbums,1,0.032930850982666016
October 18 2018 04:46:03,users.get,6,10.267853260040283
October 18 2018 04:46:03,users.get,1,0.03292703628540039
October 18 2018 04:46:03,users.get,1,0.03390955924987793
October 18 2018 04:46:03,friends.get,1,0.03494906425476074
October 18 2018 04:46:04,wall.get,1,0.1468212604522705
October 18 2018 04:46:04,friends.getMutual,1,0.03889632225036621
October 18 2018 04:46:04,friends.getMutual,1,0.04291677474975586
October 18 2018 04:46:04,friends.getMutual,1,0.04487776756286621
October 18 2018 04:46:04,wall.get,1,0.11802172660827637
October 18 2018 04:46:05,users.get,54,1.5783252716064453
October 18 2018 04:46:05,users.get,1,0.0365293025970459
October 18 2018 04:46:06,friends.get,1,0.038896799087524414
October 18 2018 04:46:06,friends.getMutual,1,0.0508580207824707
October 18 2018 04:46:06,users.get,1,0.03391218185424805
October 18 2018 04:46:06,wall.get,1,0.12618660926818848
October 18 2018 04:46:06,friends.getMutual,1,0.040892839431762695
October 18 2018 04:46:06,friends.getMutual,1,0.03715372085571289
October 18 2018 04:46:06,photos.getAlbums,1,0.03490257263183594
October 18 2018 04:46:09,wall.get,85,2.5922722816467285
October 18 2018 04:46:09,friends.getMutual,1,0.03590226173400879
October 18 2018 04:46:09,friends.get,1,0.03789186477661133
October 18 2018 04:46:09,photos.getAlbums,1,0.0329136848449707
October 18 2018 04:46:09,wall.get,1,0.1213991641998291
October 18 2018 04:46:09,users.get,1,0.03293299674987793
October 18 2018 04:46:09,friends.get,1,0.0349271297454834
October 18 2018 04:46:09,friends.getMutual,1,0.03591322898864746
October 18 2018 04:46:09,friends.getMutual,1,0.035927534103393555
October 18 2018 04:46:11,friends.get,84,2.4605085849761963
October 18 2018 04:46:11,friends.get,1,0.03690361976623535
October 18 2018 04:46:12,photos.getAlbums,1,0.03487825393676758
October 18 2018 04:46:12,wall.get,1,0.13300251960754395
October 18 2018 04:46:12,wall.get,1,0.12108683586120605
October 18 2018 04:46:12,friends.get,1,0.03587150573730469
October 18 2018 04:46:12,photos.getAlbums,1,0.03689432144165039
October 18 2018 04:46:12,friends.get,1,0.037909746170043945
October 18 2018 04:46:12,photos.getAlbums,1,0.037900447845458984
October 18 2018 04:46:23,wall.get,45,11.488795280456543
October 18 2018 04:46:24,friends.get,1,0.0359036922454834
October 18 2018 04:46:24,users.get,1,0.03492999076843262
October 18 2018 04:46:24,photos.getAlbums,1,0.0359044075012207
October 18 2018 04:46:24,friends.getMutual,1,0.03832054138183594
October 18 2018 04:46:24,wall.get,1,0.11947298049926758
October 18 2018 04:46:24,wall.get,1,0.12942790985107422
October 18 2018 04:46:24,users.get,1,0.0317227840423584
October 18 2018 04:46:24,users.get,1,0.031913042068481445
October 18 2018 04:46:25,friends.get,49,1.3908305168151855
October 18 2018 04:46:25,photos.getAlbums,1,0.0326085090637207
October 18 2018 04:46:26,wall.get,1,0.12863516807556152
October 18 2018 04:46:26,friends.getMutual,1,0.03828072547912598
October 18 2018 04:46:26,photos.getAlbums,1,0.03405261039733887
October 18 2018 04:46:26,wall.get,1,0.1186516284942627
October 18 2018 04:46:26,friends.getMutual,1,0.0362553596496582
October 18 2018 04:46:26,friends.getMutual,1,0.03535771369934082
October 18 2018 04:46:26,friends.getMutual,1,0.03690195083618164
October 18 2018 04:46:29,wall.get,80,2.6242382526397705
October 18 2018 04:46:29,friends.getMutual,1,0.03590869903564453
October 18 2018 04:46:29,wall.get,1,0.1649618148803711
October 18 2018 04:46:29,friends.get,1,0.036899566650390625
October 18 2018 04:46:29,users.get,1,0.03951668739318848
October 18 2018 04:46:29,photos.getAlbums,1,0.03188514709472656
October 18 2018 04:46:29,users.get,1,0.03489398956298828
October 18 2018 04:46:29,friends.get,1,0.03489208221435547
October 18 2018 04:46:29,friends.getMutual,1,0.034924983978271484
October 18 2018 04:46:31,users.get,77,2.3056888580322266
October 18 2018 04:46:31,photos.getAlbums,1,0.03991985321044922
October 18 2018 04:46:32,photos.getAlbums,1,0.03096795082092285
October 18 2018 04:46:32,users.get,1,0.034963130950927734
October 18 2018 04:46:32,friends.getMutual,1,0.03587198257446289
October 18 2018 04:46:32,friends.getMutual,1,0.03490591049194336
October 18 2018 04:46:32,wall.get,1,0.1332416534423828
October 18 2018 04:46:32,friends.get,1,0.03251242637634277
October 18 2018 04:46:32,friends.get,1,0.03291058540344238
October 18 2018 04:46:34,photos.getAlbums,80,2.54725980758667
October 18 2018 04:46:35,wall.get,1,0.19122862815856934
October 18 2018 04:46:35,photos.getAlbums,1,0.04015517234802246
October 18 2018 04:46:35,wall.get,1,0.15992403030395508
October 18 2018 04:46:35,friends.getMutual,1,0.04110360145568848
October 18 2018 04:46:35,photos.getAlbums,1,0.03989529609680176
October 18 2018 04:46:35,users.get,1,0.03288674354553223
October 18 2018 04:46:35,photos.getAlbums,1,0.04188871383666992
October 18 2018 04:46:35,wall.get,1,0.12324070930480957
October 18 2018 04:46:37,friends.get,75,2.208510637283325
October 18 2018 04:46:37,friends.get,1,0.03290414810180664
October 18 2018 04:46:38,friends.get,1,0.0360255241394043
October 18 2018 04:46:38,users.get,1,0.034912109375
October 18 2018 04:46:38,users.get,1,0.03290390968322754
October 18 2018 04:46:38,wall.get,1,0.14284253120422363
October 18 2018 04:46:38,photos.getAlbums,1,0.03291130065917969
October 18 2018 04:46:38,users.get,1,0.03447890281677246
October 18 2018 04:46:38,users.get,1,0.03390192985534668
October 18 2018 04:46:41,wall.get,86,2.591244697570801
October 18 2018 04:46:41,friends.getMutual,1,0.03990793228149414
October 18 2018 04:46:41,friends.get,1,0.035935401916503906
October 18 2018 04:46:41,wall.get,1,0.11969780921936035
October 18 2018 04:46:41,photos.getAlbums,1,0.03704404830932617
October 18 2018 04:46:41,users.get,1,0.10871171951293945
October 18 2018 04:46:41,friends.get,1,0.044881582260131836
October 18 2018 04:46:41,users.get,1,0.03606820106506348
October 18 2018 04:46:41,friends.get,1,0.05086207389831543
October 18 2018 04:46:44,wall.get,80,2.453533411026001
October 18 2018 04:46:44,users.get,1,0.034906864166259766
October 18 2018 04:46:44,users.get,1,0.03391909599304199
October 18 2018 04:46:44,wall.get,1,0.11892843246459961
October 18 2018 04:46:44,wall.get,1,0.12703633308410645
October 18 2018 04:46:44,friends.get,1,0.03112649917602539
October 18 2018 04:46:44,photos.getAlbums,1,0.033904314041137695
October 18 2018 04:46:44,users.get,1,0.031566619873046875
October 18 2018 04:46:44,friends.getMutual,1,0.03293871879577637
October 18 2018 04:46:46,photos.getAlbums,76,2.360954999923706
October 18 2018 04:46:47,wall.get,1,0.15060138702392578
October 18 2018 04:46:47,friends.get,1,0.0339047908782959
October 18 2018 04:46:47,friends.getMutual,1,0.03194022178649902
October 18 2018 04:46:47,friends.get,1,0.0332186222076416
October 18 2018 04:46:47,photos.getAlbums,1,0.030950069427490234
October 18 2018 04:46:47,wall.get,1,0.14659786224365234
October 18 2018 04:46:47,wall.get,1,0.14202642440795898
October 18 2018 04:46:47,friends.getMutual,1,0.03190898895263672
October 18 2018 04:46:50,wall.get,71,2.4110424518585205
October 18 2018 04:46:50,photos.getAlbums,1,0.030915260314941406
October 18 2018 04:46:50,friends.get,1,0.035834550857543945
October 18 2018 04:46:50,friends.getMutual,1,0.0548553466796875
October 18 2018 04:46:50,friends.get,1,0.031929731369018555
October 18 2018 04:46:50,friends.getMutual,1,0.036911964416503906
October 18 2018 04:46:50,friends.getMutual,1,0.04085803031921387
October 18 2018 04:46:50,friends.getMutual,1,0.03617143630981445
October 18 2018 04:46:50,friends.get,1,0.03789949417114258
October 18 2018 04:46:52,friends.get,81,2.491809844970703
October 18 2018 04:46:52,users.get,1,0.0359041690826416
October 18 2018 04:46:53,photos.getAlbums,1,0.03390169143676758
October 18 2018 04:46:53,wall.get,1,0.1336655616760254
October 18 2018 04:46:53,friends.getMutual,1,0.03591656684875488
October 18 2018 04:46:53,users.get,1,0.0440673828125
October 18 2018 04:46:53,users.get,1,0.031914710998535156
October 18 2018 04:46:53,photos.getAlbums,1,0.03191494941711426
October 18 2018 04:46:53,friends.getMutual,1,0.03943777084350586
October 18 2018 04:46:55,friends.get,82,2.530099391937256
October 18 2018 04:46:55,users.get,1,0.03587222099304199
October 18 2018 04:46:56,friends.get,1,0.03690910339355469
October 18 2018 04:46:56,friends.getMutual,1,0.03494095802307129
October 18 2018 04:46:56,friends.get,1,0.03989386558532715
October 18 2018 04:46:56,wall.get,1,0.126359224319458
October 18 2018 04:46:56,friends.getMutual,1,0.039148569107055664
October 18 2018 04:46:56,users.get,1,0.035135746002197266
October 18 2018 04:46:56,users.get,1,0.03390908241271973
October 18 2018 04:46:58,friends.get,83,2.5151638984680176
October 18 2018 04:46:58,friends.get,1,0.03595685958862305
October 18 2018 04:46:59,photos.getAlbums,1,0.03490805625915527
October 18 2018 04:46:59,friends.get,1,0.03600478172302246
October 18 2018 04:46:59,photos.getAlbums,1,0.03694605827331543
October 18 2018 04:46:59,friends.getMutual,1,0.02989673614501953
October 18 2018 04:46:59,friends.get,1,0.03608059883117676
October 18 2018 04:46:59,photos.getAlbums,1,0.03324484825134277
October 18 2018 04:46:59,friends.getMutual,1,0.03694581985473633
October 18 2018 04:47:01,users.get,91,2.612685441970825
October 18 2018 04:47:01,friends.getMutual,1,0.039895057678222656
October 18 2018 04:47:02,wall.get,1,0.14683246612548828
October 18 2018 04:47:02,users.get,1,0.03489351272583008
October 18 2018 04:47:02,photos.getAlbums,1,0.03493094444274902
October 18 2018 04:47:02,friends.getMutual,1,0.036927223205566406
October 18 2018 04:47:02,users.get,1,0.035921573638916016
October 18 2018 04:47:02,friends.get,1,0.03693246841430664
October 18 2018 04:47:02,wall.get,1,0.11788058280944824
October 18 2018 04:47:05,wall.get,80,2.531384229660034
October 18 2018 04:47:05,photos.getAlbums,1,0.032914161682128906
October 18 2018 04:47:05,friends.getMutual,1,0.0369257926940918
October 18 2018 04:47:05,friends.get,1,0.03789258003234863
October 18 2018 04:47:05,users.get,1,0.0359044075012207
October 18 2018 04:47:05,friends.getMutual,1,0.03806757926940918
October 18 2018 04:47:05,photos.getAlbums,1,0.0398554801940918
October 18 2018 04:47:05,users.get,1,0.03420281410217285
October 18 2018 04:47:05,photos.getAlbums,1,0.029206514358520508
October 18 2018 04:47:08,wall.get,88,2.594841480255127
October 18 2018 04:47:08,photos.getAlbums,1,0.09276652336120605
October 18 2018 04:47:08,users.get,1,0.03486275672912598
October 18 2018 04:47:08,photos.getAlbums,1,0.03291058540344238
October 18 2018 04:47:08,friends.get,1,0.035904645919799805
October 18 2018 04:47:08,photos.getAlbums,1,0.03986215591430664
October 18 2018 04:47:08,friends.get,1,0.03687262535095215
October 18 2018 04:47:08,wall.get,1,0.13167977333068848
October 18 2018 04:47:08,wall.get,1,0.12067699432373047
October 18 2018 04:47:10,friends.get,77,2.276465654373169
October 18 2018 04:47:10,users.get,1,0.031946420669555664
October 18 2018 04:47:11,users.get,1,0.03490900993347168
October 18 2018 04:47:11,photos.getAlbums,1,0.03285622596740723
October 18 2018 04:47:11,friends.get,1,0.04087972640991211
October 18 2018 04:47:11,users.get,1,0.03492426872253418
October 18 2018 04:47:11,friends.get,1,0.0359044075012207
October 18 2018 04:47:11,photos.getAlbums,1,0.03393912315368652
October 18 2018 04:47:11,friends.getMutual,1,0.03588128089904785
October 18 2018 04:47:13,photos.getAlbums,59,2.611656904220581
October 18 2018 04:47:14,wall.get,1,0.18151426315307617
October 18 2018 04:47:14,wall.get,1,0.14165163040161133
October 18 2018 04:47:14,photos.getAlbums,1,0.03288149833679199
October 18 2018 04:47:14,photos.getAlbums,1,0.0359342098236084
October 18 2018 04:47:14,friends.get,1,0.03093123435974121
October 18 2018 04:47:14,photos.getAlbums,1,0.03194022178649902
October 18 2018 04:47:14,photos.getAlbums,1,0.03490567207336426
October 18 2018 04:47:14,friends.get,1,0.032941341400146484
October 18 2018 04:47:16,users.get,77,2.38818621635437
October 18 2018 04:47:17,wall.get,1,0.12587332725524902
October 18 2018 04:47:17,photos.getAlbums,1,0.029904842376708984
October 18 2018 04:47:17,photos.getAlbums,1,0.03091907501220703
October 18 2018 04:47:17,wall.get,1,0.1436140537261963
October 18 2018 04:47:17,friends.getMutual,1,0.03589153289794922
October 18 2018 04:47:17,wall.get,1,0.13663005828857422
October 18 2018 04:47:17,friends.get,1,0.03889608383178711
October 18 2018 04:47:17,users.get,1,0.049898624420166016
October 18 2018 04:47:19,users.get,45,2.3181545734405518
October 18 2018 04:47:19,friends.getMutual,1,0.030918359756469727
October 18 2018 04:47:20,photos.getAlbums,1,0.03194165229797363
October 18 2018 04:47:20,friends.getMutual,1,0.03491640090942383
October 18 2018 04:47:20,friends.getMutual,1,0.03291463851928711
October 18 2018 04:47:20,friends.getMutual,1,0.03290390968322754
October 18 2018 04:47:20,users.get,1,0.030916690826416016
October 18 2018 04:47:20,friends.getMutual,1,0.03394269943237305
October 18 2018 04:47:20,photos.getAlbums,1,0.032889604568481445
October 18 2018 04:47:23,wall.get,86,2.74143385887146
October 18 2018 04:47:23,friends.getMutual,1,0.03695321083068848
October 18 2018 04:47:23,wall.get,1,0.11666440963745117
October 18 2018 04:47:23,friends.getMutual,1,0.038481712341308594
October 18 2018 04:47:23,users.get,1,0.038489341735839844
October 18 2018 04:47:23,photos.getAlbums,1,0.03587198257446289
October 18 2018 04:47:23,friends.get,1,0.0389406681060791
October 18 2018 04:47:23,friends.get,1,0.037897586822509766
October 18 2018 04:47:23,friends.get,1,0.03938412666320801
October 18 2018 04:47:25,friends.getMutual,50,2.424298048019409
October 18 2018 04:47:26,wall.get,1,0.15082621574401855
October 18 2018 04:47:26,friends.getMutual,1,0.03989291191101074
October 18 2018 04:47:26,friends.get,1,0.03153085708618164
October 18 2018 04:47:26,friends.getMutual,1,0.031908512115478516
October 18 2018 04:47:26,friends.getMutual,1,0.03490400314331055
October 18 2018 04:47:26,friends.getMutual,1,0.029942989349365234
October 18 2018 04:47:26,users.get,1,0.07454633712768555
October 18 2018 04:47:26,friends.getMutual,1,0.03287172317504883
October 18 2018 04:47:28,friends.get,83,2.4713096618652344
October 18 2018 04:47:28,friends.getMutual,1,0.03390932083129883
October 18 2018 04:47:29,friends.get,1,0.033905744552612305
October 18 2018 04:47:29,photos.getAlbums,1,0.03789663314819336
October 18 2018 04:47:29,users.get,1,0.03190445899963379
October 18 2018 04:47:29,friends.get,1,0.03124856948852539
October 18 2018 04:47:29,wall.get,1,0.1357893943786621
October 18 2018 04:47:29,friends.get,1,0.03528571128845215
October 18 2018 04:47:29,users.get,1,0.036871910095214844
October 18 2018 04:47:32,users.get,68,2.9923179149627686
October 18 2018 04:47:32,photos.getAlbums,1,0.039726972579956055
October 18 2018 04:47:32,wall.get,1,0.17056822776794434
October 18 2018 04:47:32,wall.get,1,0.1365978717803955
October 18 2018 04:47:32,photos.getAlbums,1,0.034113407135009766
October 18 2018 04:47:32,photos.getAlbums,1,0.03288769721984863
October 18 2018 04:47:33,wall.get,1,0.16286897659301758
October 18 2018 04:47:33,photos.getAlbums,1,0.03786063194274902
October 18 2018 04:47:33,friends.get,1,0.03388047218322754
October 18 2018 04:47:34,friends.get,59,1.8026678562164307
October 18 2018 04:47:34,users.get,1,0.0339047908782959
October 18 2018 04:47:35,users.get,1,0.033883094787597656
October 18 2018 04:47:35,users.get,1,0.036933183670043945
October 18 2018 04:47:35,friends.getMutual,1,0.04991030693054199
October 18 2018 04:47:35,wall.get,1,0.15852689743041992
October 18 2018 04:47:35,friends.get,1,0.04857826232910156
October 18 2018 04:47:35,friends.getMutual,1,0.031889915466308594
October 18 2018 04:47:35,photos.getAlbums,1,0.036925554275512695
October 18 2018 04:47:38,wall.get,82,2.581272840499878
October 18 2018 04:47:38,photos.getAlbums,1,0.03390932083129883
October 18 2018 04:47:38,friends.get,1,0.03690218925476074
October 18 2018 04:47:38,friends.getMutual,1,0.036925554275512695
October 18 2018 04:47:38,friends.get,1,0.034932851791381836
October 18 2018 04:47:38,friends.get,1,0.03992438316345215
October 18 2018 04:47:38,friends.getMutual,1,0.038623809814453125
October 18 2018 04:47:38,photos.getAlbums,1,0.033931732177734375
October 18 2018 04:47:38,friends.getMutual,1,0.03590750694274902
October 18 2018 04:47:40,friends.getMutual,83,2.5013177394866943
October 18 2018 04:47:40,photos.getAlbums,1,0.031915903091430664
October 18 2018 04:47:41,users.get,1,0.033910512924194336
October 18 2018 04:47:41,photos.getAlbums,1,0.03490161895751953
October 18 2018 04:47:41,wall.get,1,0.13298797607421875
October 18 2018 04:47:41,friends.getMutual,1,0.04889965057373047
October 18 2018 04:47:41,users.get,1,0.03314852714538574
October 18 2018 04:47:41,friends.getMutual,1,0.03687000274658203
October 18 2018 04:47:41,wall.get,1,0.12886381149291992
October 18 2018 04:47:43,friends.get,81,2.413989543914795
October 18 2018 04:47:43,photos.getAlbums,1,0.03389620780944824
October 18 2018 04:47:44,friends.getMutual,1,0.040882110595703125
October 18 2018 04:47:44,friends.getMutual,1,0.0329132080078125
October 18 2018 04:47:44,wall.get,1,0.13162493705749512
October 18 2018 04:47:44,friends.get,1,0.03390192985534668
October 18 2018 04:47:44,friends.getMutual,1,0.03036808967590332
October 18 2018 04:47:44,friends.get,1,0.03490614891052246
October 18 2018 04:47:44,friends.get,1,0.03129863739013672
October 18 2018 04:47:46,friends.get,84,2.5392515659332275
October 18 2018 04:47:46,users.get,1,0.034876346588134766
October 18 2018 04:47:47,friends.get,1,0.033901214599609375
October 18 2018 04:47:47,wall.get,1,0.13364052772521973
October 18 2018 04:47:47,friends.get,1,0.03423905372619629
October 18 2018 04:47:47,wall.get,1,0.12133431434631348
October 18 2018 04:47:47,friends.get,1,0.04088234901428223
October 18 2018 04:47:47,friends.getMutual,1,0.03892779350280762
October 18 2018 04:47:47,friends.get,1,0.03341341018676758
October 18 2018 04:47:49,users.get,80,2.4219777584075928
October 18 2018 04:47:49,users.get,1,0.03294205665588379
October 18 2018 04:47:50,photos.getAlbums,1,0.032926082611083984
October 18 2018 04:47:50,photos.getAlbums,1,0.03293466567993164
October 18 2018 04:47:50,users.get,1,0.03392291069030762
October 18 2018 04:47:50,friends.getMutual,1,0.033905029296875
